STA;1579446039
ADD;1579446250
ADD;1579446484
ADD;1579446591
ADD;1579446634
ADD;1579446655
ADD;1579446671
ADD;1579446761
ADD;1579446783
ADD;1579446785
ADD;1579446789
ADD;1579446844
ADD;1579447029
ADD;1579447037
ADD;1579447037
ADD;1579447038
ADD;1579447039
ADD;1579447041
ADD;1579447104
ADD;1579447146
ADD;1579447177
ADD;1579447980
ADD;1579447981
ADD;1579447981
ADD;1579447981
ADD;1579447982
ADD;1579447982
ADD;1579447983
ADD;1579447983
ADD;1579447983
ADD;1579447984
ADD;1579447985
ADD;1579447985
ADD;1579447986
ADD;1579448025
ADD;1579448131
ADD;1579448131
ADD;1579448209
ADD;1579448257
ADD;1579448783
ADD;1579448784
ADD;1579448784
ADD;1579448785
ADD;1579448785
ADD;1579448786
ADD;1579448787
ADD;1579448788
ADD;1579448788
ADD;1579449377
ADD;1579449424
END;1579449425
STA;1579452908
ADD;1579454175
ADD;1579454176
ADD;1579454176
ADD;1579454177
ADD;1579454178
ADD;1579454179
ADD;1579454179
ADD;1579454180
ADD;1579454180
ADD;1579454181
ADD;1579454182
ADD;1579454182
ADD;1579454183
ADD;1579454183
ADD;1579454184
ADD;1579454186
ADD;1579454187
ADD;1579454187
ADD;1579454188
ADD;1579454188
END;1579454283
STA;1579454424
ADD;1579454606
ADD;1579454611
ADD;1579454661
ADD;1579454682
ADD;1579454806
ADD;1579454807
ADD;1579454828
ADD;1579454973
ADD;1579454974
ADD;1579455042
ADD;1579455069
ADD;1579455152
ADD;1579455456
ADD;1579455457
ADD;1579455559
ADD;1579455560
ADD;1579455561
ADD;1579455671
ADD;1579455672
ADD;1579455733
ADD;1579455962
ADD;1579456162
ADD;1579456441
ADD;1579456462
ADD;1579456647
ADD;1579456648
ADD;1579456750
ADD;1579456898
ADD;1579456899
ADD;1579456920
ADD;1579456959
ADD;1579456984
ADD;1579457049
ADD;1579457148
ADD;1579457604
ADD;1579457998
ADD;1579458079
ADD;1579458080
ADD;1579458089
ADD;1579458134
ADD;1579458164
ADD;1579458202
ADD;1579458254
ADD;1579458287
ADD;1579458288
ADD;1579458664
ADD;1579458664
ADD;1579458665
ADD;1579458680
ADD;1579458855
ADD;1579458917
ADD;1579459088
ADD;1579459169
ADD;1579459261
ADD;1579459262
ADD;1579459559
END;1579459561
STA;1579624072
ADD;1579626803
ADD;1579626822
ADD;1579626837
END;1579626839
STA;1579719538
END;1579724703
STA;1579725394
ADD;1579726381
ADD;1579726396
ADD;1579726409
ADD;1579727012
ADD;1579727013
ADD;1579727014
ADD;1579727095
ADD;1579727096
ADD;1579727111
ADD;1579727146
ADD;1579727194
ADD;1579727297
ADD;1579727400
ADD;1579727516
ADD;1579727530
ADD;1579727723
ADD;1579727724
ADD;1579727725
END;1579728733
STA;1579810380
ADD;1579813678
ADD;1579813843
ADD;1579814096
ADD;1579814631
END;1579814885
STA;1580664099
ADD;1580665081
ADD;1580665156
ADD;1580665236
ADD;1580665262
ADD;1580665410
ADD;1580665443
ADD;1580665524
ADD;1580665572
ADD;1580665798
ADD;1580665807
ADD;1580665867
ADD;1580666001
ADD;1580666002
ADD;1580666474
ADD;1580666519
ADD;1580666569
ADD;1580666632
ADD;1580667243
ADD;1580667270
ADD;1580667304
ADD;1580667501
ADD;1580667574
ADD;1580667586
ADD;1580667608
ADD;1580667638
ADD;1580667659
ADD;1580667734
ADD;1580667921
ADD;1580667950
ADD;1580668049
ADD;1580668069
ADD;1580668155
ADD;1580668191
ADD;1580668527
ADD;1580668972
ADD;1580668991
ADD;1580668998
ADD;1580669504
ADD;1580669507
ADD;1580669624
ADD;1580669834
ADD;1580669873
ADD;1580669915
ADD;1580669982
ADD;1580670010
ADD;1580670043
ADD;1580670090
ADD;1580670275
ADD;1580670345
ADD;1580670364
ADD;1580670376
ADD;1580670556
ADD;1580670605
ADD;1580670793
ADD;1580671055
ADD;1580671128
ADD;1580671258
ADD;1580671259
ADD;1580671283
ADD;1580671405
ADD;1580671439
ADD;1580671637
ADD;1580671640
ADD;1580671776
ADD;1580671777
ADD;1580671802
ADD;1580671809
ADD;1580671904
ADD;1580671991
ADD;1580671992
ADD;1580671993
ADD;1580672069
ADD;1580672224
ADD;1580672225
ADD;1580672236
ADD;1580672252
ADD;1580672384
ADD;1580672413
ADD;1580672572
ADD;1580672573
ADD;1580672614
ADD;1580672781
ADD;1580672847
ADD;1580672913
ADD;1580673005
ADD;1580673006
ADD;1580673038
ADD;1580673192
ADD;1580673228
ADD;1580673439
ADD;1580673513
ADD;1580673661
ADD;1580673747
ADD;1580673748
ADD;1580673913
ADD;1580673928
ADD;1580674036
ADD;1580674044
ADD;1580674296
ADD;1580674298
ADD;1580674863
ADD;1580674864
END;1580675003
STA;1580756085
ADD;1580756088
ADD;1580756176
ADD;1580756229
ADD;1580756709
ADD;1580756743
ADD;1580756747
ADD;1580756846
ADD;1580756954
ADD;1580756955
ADD;1580757065
ADD;1580757066
ADD;1580757229
ADD;1580757297
ADD;1580757328
ADD;1580757350
ADD;1580757373
ADD;1580757417
ADD;1580757507
ADD;1580757567
ADD;1580757567
ADD;1580757676
ADD;1580758902
ADD;1580758903
ADD;1580758977
ADD;1580758979
ADD;1580758981
ADD;1580759131
ADD;1580759279
ADD;1580759307
ADD;1580759383
ADD;1580759413
ADD;1580759461
ADD;1580759572
ADD;1580760066
ADD;1580760163
ADD;1580760416
ADD;1580760501
ADD;1580760840
ADD;1580760842
ADD;1580760843
ADD;1580760845
ADD;1580760899
ADD;1580760988
ADD;1580760989
ADD;1580760990
ADD;1580761091
ADD;1580761160
END;1580761390
STA;1580763166
ADD;1580763242
ADD;1580763244
ADD;1580763257
ADD;1580763322
ADD;1580763454
ADD;1580763491
ADD;1580763582
ADD;1580763709
